Rooms;Distance;Bathroom;Car;Landsize;BuildingArea;Price
3;12.1;1.0;2.0;724.0;103.0;685500.0
2;12.1;1.0;1.0;394.0;98.0;610000.0
3;12.1;1.0;1.0;604.0;112.0;630000.0
4;12.1;3.0;5.0;591.0;268.0;870000.0
3;12.1;2.0;2.0;592.0;129.0;810000.0
2;12.1;1.0;2.0;198.0;96.0;487000.0
4;12.1;2.0;2.0;700.0;168.0;700000.0
4;12.1;2.0;1.0;462.0;161.0;600500.0
3;12.1;1.0;2.0;570.0;134.0;730000.0
3;12.1;2.0;2.0;565.0;116.0;800000.0
3;12.1;2.0;2.0;301.0;251.0;750000.0
3;12.1;1.0;1.0;568.0;115.0;740000.0
3;12.1;1.0;2.0;574.0;106.0;646000.0
3;12.1;2.0;3.0;230.0;113.0;545000.0
4;12.1;1.0;2.0;700.0;176.0;777000.0
2;12.1;3.0;1.0;580.0;103.0;722000.0
2;12.1;1.0;3.0;591.0;102.0;545000.0
3;12.1;2.0;2.0;234.0;115.0;510000.0
3;12.1;1.0;3.0;593.0;95.0;631500.0
3;12.1;1.0;3.0;610.0;142.0;550000.0
2;12.1;1.0;1.0;249.0;2.0;330000.0
2;12.1;1.0;1.0;613.0;92.0;715888.0
2;12.1;1.0;1.0;137.0;110.0;468000.0
2;12.1;1.0;2.0;345.0;79.0;515000.0
2;13.7;1.0;1.0;228.0;87.0;895000.0
2;13.7;1.0;1.0;0.0;74.0;587000.0
4;13.7;3.0;2.0;701.0;320.0;2800000.0
4;13.7;3.0;2.0;928.0;300.0;3250000.0
4;13.7;2.0;3.0;688.0;187.0;2140000.0
4;13.7;2.0;2.0;607.0;242.0;1600000.0
3;13.7;1.0;2.0;289.0;109.0;1003500.0
2;13.7;1.0;1.0;0.0;85.0;802000.0
5;13.7;2.0;2.0;434.0;168.0;1400000.0
3;13.7;1.0;3.0;593.0;125.0;1560000.0
2;13.7;1.0;2.0;0.0;78.0;680000.0
2;13.7;1.0;1.0;90.0;86.0;760000.0
2;13.7;1.0;1.0;0.0;104.0;616000.0
4;13.7;1.0;1.0;723.0;90.0;1680000.0
3;13.7;2.0;3.0;373.0;113.0;1120000.0
4;13.7;3.0;3.0;760.0;325.0;3200000.0
4;13.7;3.0;2.0;398.0;220.0;1250000.0
4;13.7;3.0;4.0;615.0;248.0;2000000.0
5;13.7;2.0;2.0;700.0;224.0;1805000.0
4;13.7;1.0;2.0;1504.0;162.0;2600000.0
5;13.7;3.0;4.0;670.0;413.0;3470000.0
3;13.7;2.0;2.0;357.0;120.0;1050000.0
3;13.7;1.0;1.0;195.0;115.0;810000.0
3;13.7;2.0;2.0;413.0;137.0;1460000.0
5;13.7;2.0;2.0;830.0;204.0;3075000.0
2;13.7;2.0;1.0;225.0;118.0;875500.0
5;13.7;4.0;2.0;1000.0;324.0;2600000.0
5;13.7;2.0;2.0;648.0;364.0;1705000.0
4;13.7;2.0;0.0;611.0;613.0;1515000.0
5;13.7;3.0;2.0;694.0;323.0;2980000.0
4;13.7;3.0;4.0;583.0;305.0;2200000.0
3;13.7;2.0;1.0;355.0;140.0;1100000.0
4;13.7;3.0;2.0;627.0;303.0;3325000.0
2;13.7;2.0;1.0;0.0;70.0;450000.0
2;13.7;1.0;1.0;0.0;61.0;500000.0
4;13.7;3.0;2.0;562.0;228.0;1460000.0
2;13.7;2.0;1.0;0.0;148.0;915500.0
4;13.7;3.0;2.0;414.0;209.0;1740000.0
4;13.7;2.0;1.0;667.0;184.0;1800000.0
4;13.7;2.0;1.0;577.0;231.0;2160000.0
4;13.7;2.0;2.0;647.0;260.0;2250000.0
4;13.7;2.0;2.0;714.0;188.0;2130000.0
2;14.5;1.0;1.0;0.0;75.0;400000.0
3;14.5;2.0;2.0;221.0;171.0;1020000.0
3;14.5;2.0;2.0;393.0;140.0;926000.0
3;14.5;1.0;3.0;583.0;106.0;1070000.0
2;14.5;1.0;1.0;217.0;107.0;801000.0
3;14.5;2.0;1.0;0.0;3.0;1150000.0
2;14.5;1.0;1.0;215.0;68.0;472000.0
3;14.5;2.0;2.0;586.0;150.0;1300000.0
4;14.5;2.0;2.0;0.0;154.0;1200000.0
4;4.6;2.0;2.0;317.0;210.0;1650000.0
4;4.6;2.0;1.0;336.0;235.0;2670000.0
3;4.6;1.0;0.0;228.0;116.0;1480000.0
1;4.6;1.0;1.0;0.0;53.0;348000.0
3;4.6;1.0;1.0;181.0;122.0;1189000.0
2;4.6;2.0;1.0;85.0;82.0;610000.0
1;4.6;1.0;1.0;0.0;63.0;492000.0
2;4.6;1.0;1.0;0.0;64.0;806000.0
3;4.6;2.0;1.0;460.0;176.0;2000000.0
2;4.6;1.0;2.0;0.0;88.0;753000.0
1;4.6;1.0;1.0;0.0;52.0;330000.0
3;4.6;1.0;0.0;218.0;108.0;1420000.0
2;4.6;1.0;1.0;0.0;60.0;495000.0
1;4.6;1.0;0.0;0.0;56.0;292000.0
2;4.6;1.0;1.0;1089.0;76.0;580000.0
3;4.6;2.0;1.0;341.0;155.0;1300000.0
3;4.6;1.0;0.0;232.0;90.0;1300000.0
2;4.6;1.0;1.0;0.0;52.0;440000.0
3;4.6;3.0;2.0;0.0;145.0;1000000.0
3;4.6;1.0;1.0;383.0;109.0;1741000.0
2;4.6;1.0;1.0;0.0;78.0;655000.0
1;4.6;1.0;1.0;0.0;57.0;488000.0
3;4.6;1.0;1.0;351.0;150.0;2065000.0
1;4.6;1.0;1.0;0.0;51.0;350000.0
3;4.6;1.0;1.0;342.0;130.0;1712000.0
1;4.6;1.0;1.0;0.0;50.0;480000.0
4;4.6;2.0;2.0;665.0;220.0;3225000.0
1;4.6;1.0;1.0;0.0;41.0;400000.0
4;4.6;2.0;3.0;207.0;180.0;1650000.0
5;4.6;2.0;3.0;1236.0;340.0;3950000.0
2;4.6;1.0;1.0;1099.0;72.0;587500.0
2;4.6;1.0;1.0;0.0;70.0;560000.0
4;4.6;2.0;1.0;218.0;173.0;1936000.0
5;4.6;4.0;3.0;1275.0;435.0;4250000.0
5;4.6;1.0;3.0;740.0;5.0;3500000.0
3;4.6;1.0;1.0;0.0;75.0;630000.0
3;4.6;2.0;0.0;198.0;148.0;1560000.0
3;4.6;2.0;2.0;0.0;88.0;840000.0
3;4.6;3.0;2.0;88.0;178.0;1780000.0
2;4.6;1.0;1.0;0.0;93.0;815000.0
3;4.6;2.0;1.0;0.0;196.0;1975000.0
2;4.6;1.0;1.0;728.0;73.0;657500.0
4;4.6;4.0;2.0;905.0;373.0;5050000.0
1;4.6;1.0;1.0;0.0;52.0;445000.0
3;4.6;1.0;3.0;218.0;92.0;1180000.0
2;4.6;1.0;1.0;0.0;70.0;470000.0
2;4.6;1.0;1.0;0.0;76.0;485000.0
4;4.6;2.0;4.0;601.0;158.0;1800000.0
3;4.6;1.0;1.0;304.0;125.0;1855000.0
2;4.6;1.0;3.0;0.0;70.0;665000.0
3;4.6;1.0;1.0;199.0;103.0;1551000.0
2;4.6;1.0;1.0;859.0;71.0;612500.0
3;4.6;2.0;0.0;249.0;171.0;2410000.0
2;4.6;1.0;1.0;0.0;82.0;715000.0
2;4.6;2.0;1.0;191.0;151.0;1055000.0
4;4.6;2.0;2.0;410.0;275.0;1976000.0
1;4.6;1.0;1.0;0.0;56.0;499000.0
2;4.6;1.0;1.0;0.0;85.0;495000.0
5;4.6;3.0;2.0;827.0;344.0;3750000.0
3;4.6;2.0;1.0;164.0;126.0;1400000.0
1;4.6;1.0;1.0;0.0;44.0;370000.0
2;4.6;2.0;2.0;0.0;89.0;627500.0
2;10.5;1.0;2.0;589.0;120.0;815000.0
2;10.5;2.0;1.0;201.0;107.0;565000.0
3;10.5;2.0;2.0;807.0;192.0;994000.0
3;10.5;1.0;0.0;592.0;130.0;785000.0
3;10.5;2.0;2.0;215.0;118.0;620000.0
3;10.5;2.0;2.0;250.0;125.0;706750.0
2;10.5;1.0;1.0;428.0;84.0;584000.0
3;10.5;2.0;2.0;585.0;134.0;909000.0
4;10.5;2.0;2.0;724.0;161.0;1086000.0
2;10.5;1.0;1.0;605.0;78.0;680000.0
2;10.5;1.0;3.0;620.0;85.0;650000.0
5;10.5;2.0;2.0;596.0;172.0;890000.0
3;10.5;1.0;2.0;582.0;90.0;650000.0
2;10.5;1.0;1.0;166.0;87.0;605000.0
8;10.5;4.0;4.0;638.0;115.0;770000.0
3;10.5;1.0;2.0;800.0;118.0;950000.0
4;10.5;1.0;2.0;722.0;208.0;856000.0
3;10.5;2.0;2.0;251.0;200.0;600000.0
2;10.5;1.0;1.0;0.0;82.0;450000.0
3;10.5;1.0;1.0;748.0;101.0;915000.0
2;10.5;1.0;1.0;127.0;83.0;400000.0
3;10.5;1.0;1.0;420.0;90.0;550000.0
2;10.5;1.0;2.0;586.0;80.0;590000.0
2;10.5;1.0;3.0;932.0;97.0;920000.0
2;10.5;1.0;2.0;508.0;79.0;460000.0
4;10.5;2.0;1.0;592.0;191.0;1000500.0
3;10.5;1.0;1.0;596.0;99.0;631000.0
3;9.4;1.0;2.0;624.0;86.0;691000.0
3;9.4;1.0;1.0;523.0;87.0;560000.0
2;9.4;1.0;1.0;100.0;90.0;370000.0
3;9.4;1.0;1.0;390.0;86.0;532000.0
3;9.4;1.0;1.0;594.0;107.0;710000.0
2;9.4;1.0;1.0;331.0;111.0;515500.0
3;9.4;1.0;3.0;633.0;88.0;800000.0
2;9.4;1.0;2.0;668.0;88.0;620000.0
2;9.4;1.0;1.0;89.0;85.0;360000.0
2;9.4;1.0;1.0;368.0;81.0;440500.0
4;9.4;1.0;1.0;632.0;152.0;758000.0
3;9.4;1.0;1.0;338.0;13.0;480000.0
4;9.4;2.0;2.0;521.0;196.0;715000.0
3;9.4;1.0;2.0;616.0;18.0;646250.0
3;9.4;1.0;1.0;368.0;106.0;1375000.0
3;9.4;1.0;2.0;593.0;99.0;722000.0
2;9.4;1.0;3.0;632.0;77.0;725000.0
3;9.4;1.0;1.0;413.0;85.0;465000.0
2;13.0;1.0;1.0;732.0;97.0;1550000.0
2;13.0;1.0;1.0;0.0;76.0;516000.0
3;13.0;1.0;1.0;705.0;128.0;1340000.0
3;13.0;1.0;2.0;715.0;126.0;1316000.0
3;13.0;2.0;1.0;206.0;118.0;828000.0
3;13.0;1.0;1.0;562.0;97.0;1055000.0
2;13.0;1.0;1.0;101.0;90.0;623000.0
4;13.0;2.0;2.0;847.0;315.0;2120000.0
4;13.0;2.0;1.0;547.0;185.0;1745000.0
4;13.0;2.0;2.0;545.0;180.0;1700000.0
2;13.0;1.0;1.0;0.0;70.0;420000.0
4;13.0;1.0;2.0;696.0;100.0;1337000.0
2;13.0;1.0;2.0;0.0;60.0;455000.0
2;13.0;1.0;1.0;100.0;88.0;400000.0
3;13.0;1.0;2.0;730.0;122.0;1210000.0
4;13.0;2.0;1.0;678.0;184.0;1167500.0
3;13.0;2.0;1.0;360.0;154.0;900000.0
2;13.0;1.0;4.0;575.0;83.0;677500.0
4;7.9;2.0;2.0;925.0;208.0;2265000.0
3;7.9;3.0;2.0;626.0;378.0;981000.0
4;7.9;2.0;2.0;1252.0;201.0;2400000.0
3;7.9;2.0;2.0;249.0;140.0;890000.0
2;7.9;1.0;1.0;648.0;91.0;739000.0
3;7.9;2.0;0.0;399.0;110.0;785000.0
3;7.9;1.0;2.0;537.0;170.0;1155000.0
2;7.9;1.0;1.0;557.0;78.0;1020000.0
3;7.9;1.0;2.0;630.0;126.0;1465000.0
3;7.9;2.0;2.0;0.0;130.0;855000.0
1;7.9;1.0;1.0;845.0;59.0;413000.0
3;7.9;1.0;1.0;687.0;110.0;1220000.0
3;7.9;2.0;2.0;608.0;165.0;1605000.0
2;7.9;1.0;1.0;721.0;78.0;587000.0
2;7.9;1.0;1.0;103.0;83.0;690000.0
3;7.9;1.0;2.0;691.0;140.0;1535000.0
4;7.9;2.0;1.0;694.0;217.0;1470000.0
3;7.9;1.0;2.0;645.0;158.0;1486000.0
5;7.9;2.0;2.0;689.0;292.0;1730000.0
3;7.9;2.0;2.0;684.0;232.0;1850000.0
5;7.9;3.0;1.0;1006.0;411.0;2600000.0
2;7.9;1.0;1.0;71.0;70.0;500000.0
3;7.9;1.0;1.0;597.0;115.0;1102000.0
3;7.9;2.0;2.0;834.0;169.0;1275000.0
2;7.9;2.0;1.0;124.0;135.0;785000.0
3;7.9;2.0;2.0;721.0;136.0;1223500.0
4;7.9;2.0;3.0;631.0;233.0;1720000.0
3;7.9;1.0;1.0;572.0;130.0;1225000.0
4;7.9;1.0;2.0;605.0;181.0;1460000.0
1;7.9;1.0;1.0;0.0;58.0;421000.0
4;7.9;3.0;2.0;608.0;315.0;2090000.0
3;7.9;2.0;1.0;189.0;110.0;700000.0
4;7.9;3.0;3.0;719.0;407.0;2595000.0
2;7.9;1.0;1.0;134.0;120.0;710000.0
3;7.9;2.0;2.0;0.0;96.0;650000.0
3;15.0;1.0;4.0;597.0;114.0;515000.0
4;15.0;3.0;5.0;654.0;414.0;1095000.0
3;15.0;2.0;4.0;530.0;186.0;582000.0
3;15.0;2.0;2.0;570.0;163.0;545000.0
4;15.0;2.0;2.0;649.0;305.0;751000.0
4;15.0;1.0;2.0;574.0;100.0;500000.0
4;15.0;2.0;2.0;612.0;155.0;560000.0
3;12.8;2.0;2.0;683.0;200.0;703000.0
3;12.8;1.0;1.0;538.0;104.0;650000.0
3;12.8;2.0;1.0;331.0;201.0;770000.0
4;12.8;2.0;1.0;289.0;125.0;900000.0
3;12.8;2.0;2.0;288.0;116.0;700000.0
4;12.8;2.0;1.0;540.0;188.0;816000.0
4;12.8;1.0;1.0;622.0;126.0;845000.0
3;12.8;2.0;3.0;672.0;132.0;772000.0
3;12.8;2.0;2.0;3977.0;113.0;650000.0
3;12.8;2.0;1.0;532.0;140.0;757000.0
3;12.8;2.0;2.0;568.0;148.0;690000.0
3;12.8;1.0;1.0;412.0;133.0;583000.0
3;12.8;1.0;2.0;584.0;123.0;880000.0
3;12.8;2.0;2.0;112.0;138.0;580000.0
4;12.8;3.0;1.0;322.0;257.0;886000.0
4;12.8;2.0;2.0;745.0;182.0;920000.0
3;12.8;3.0;2.0;605.0;212.0;976000.0
4;12.8;2.0;2.0;613.0;250.0;1420000.0
3;12.8;1.0;1.0;713.0;127.0;900000.0
2;12.8;1.0;1.0;218.0;88.0;470000.0
3;12.8;1.0;2.0;352.0;102.0;560000.0
4;12.8;2.0;2.0;776.0;268.0;1010000.0
4;12.8;2.0;3.0;708.0;184.0;835000.0
3;12.8;2.0;1.0;440.0;156.0;705000.0
3;12.8;2.0;2.0;224.0;154.0;680000.0
3;12.8;1.0;2.0;606.0;141.0;785000.0
3;12.8;2.0;2.0;716.0;154.0;695000.0
2;12.8;1.0;2.0;0.0;85.0;502000.0
4;12.8;2.0;2.0;546.0;174.0;770000.0
3;12.8;1.0;2.0;542.0;120.0;570000.0
4;12.8;2.0;2.0;686.0;198.0;830000.0
3;12.8;1.0;1.0;565.0;125.0;600000.0
3;12.8;2.0;1.0;630.0;126.0;825000.0
3;12.8;1.0;2.0;639.0;18.0;720000.0
4;12.8;2.0;2.0;547.0;184.0;735000.0
3;12.8;2.0;2.0;928.0;130.0;875000.0
3;12.8;1.0;1.0;554.0;147.0;601200.0
3;12.8;1.0;2.0;558.0;105.0;680000.0
3;12.8;1.0;2.0;616.0;201.0;705000.0
3;12.8;2.0;1.0;320.0;133.0;710000.0
4;12.8;2.0;2.0;544.0;233.0;732000.0
3;12.8;2.0;4.0;598.0;123.0;715000.0
3;4.2;1.0;1.0;258.0;64.0;785000.0
3;4.2;1.0;1.0;166.0;138.0;852000.0
3;4.2;1.0;1.0;188.0;106.0;1037000.0
3;4.2;1.0;1.0;199.0;121.0;1470000.0
3;4.2;2.0;1.0;132.0;105.0;845000.0
2;4.2;1.0;1.0;0.0;81.0;492500.0
2;4.2;1.0;1.0;0.0;55.0;420000.0
2;4.2;1.0;1.0;0.0;80.0;420000.0
3;4.2;1.0;1.0;284.0;113.0;1271000.0
3;4.2;1.0;0.0;234.0;104.0;1010000.0
2;4.2;1.0;1.0;325.0;112.0;750000.0
2;4.2;2.0;1.0;138.0;126.0;905000.0
2;4.2;1.0;1.0;174.0;72.0;960000.0
2;4.2;1.0;1.0;163.0;99.0;1031000.0
3;4.2;1.0;1.0;211.0;95.0;870000.0
3;4.2;1.0;0.0;239.0;135.0;1165000.0
5;4.2;2.0;2.0;566.0;270.0;1710000.0
3;4.2;1.0;0.0;275.0;120.0;1455000.0
1;4.2;1.0;1.0;0.0;47.0;365000.0
2;4.2;2.0;1.0;3448.0;71.0;442000.0
2;4.2;1.0;2.0;158.0;76.0;765000.0
2;4.2;1.0;1.0;3957.0;81.0;515000.0
1;4.2;1.0;1.0;0.0;50.0;370000.0
2;4.2;2.0;2.0;169.0;127.0;1234500.0
2;4.2;1.0;2.0;1111.0;92.0;666000.0
2;4.2;1.0;1.0;211.0;88.0;825000.0
2;4.2;1.0;0.0;132.0;79.0;812000.0
5;4.2;2.0;2.0;566.0;270.0;1900000.0
1;4.2;1.0;0.0;0.0;67.0;445000.0
2;4.2;2.0;1.0;94.0;130.0;732000.0
3;4.2;2.0;2.0;250.0;147.0;1260000.0
3;4.2;2.0;2.0;211.0;132.0;1000000.0
2;4.2;1.0;1.0;197.0;101.0;1155000.0
3;4.2;2.0;2.0;1181.0;136.0;790000.0
2;4.2;2.0;1.0;324.0;97.0;700000.0
3;4.2;1.0;1.0;312.0;109.0;1230000.0
2;4.2;1.0;1.0;0.0;84.0;460000.0
2;4.2;1.0;1.0;0.0;80.0;395000.0
2;4.2;1.0;1.0;169.0;90.0;850000.0
2;4.2;1.0;1.0;97.0;103.0;868000.0
2;4.2;1.0;1.0;0.0;90.0;773000.0
2;4.2;2.0;1.0;2136.0;94.0;631090.0
2;4.2;1.0;1.0;0.0;86.0;410000.0
2;4.2;1.0;1.0;0.0;59.0;425000.0
2;5.6;1.0;1.0;0.0;12.0;520000.0
2;5.6;1.0;1.0;745.0;72.0;610000.0
3;5.6;2.0;2.0;0.0;141.0;882000.0
4;5.6;3.0;4.0;992.0;374.0;3550000.0
2;5.6;1.0;2.0;405.0;80.0;1326000.0
4;5.6;2.0;2.0;400.0;251.0;1950000.0
4;5.6;2.0;2.0;603.0;220.0;2550000.0
3;5.6;2.0;1.0;392.0;426.0;1878000.0
4;5.6;3.0;2.0;277.0;199.0;1910000.0
3;5.6;1.0;2.0;304.0;127.0;1410000.0
3;5.6;1.0;2.0;782.0;175.0;2310000.0
4;5.6;2.0;0.0;364.0;183.0;2315000.0
3;5.6;2.0;2.0;848.0;97.0;800000.0
5;5.6;4.0;4.0;957.0;400.0;4850000.0
6;5.6;6.0;3.0;1334.0;365.0;6500000.0
2;5.6;1.0;1.0;0.0;90.0;580000.0
3;5.6;2.0;2.0;591.0;190.0;1905000.0
2;5.6;1.0;1.0;0.0;51.0;478000.0
2;5.6;1.0;1.0;0.0;77.0;672000.0
4;5.6;3.0;2.0;712.0;237.0;2286000.0
3;5.6;2.0;2.0;397.0;80.0;1575000.0
2;5.6;1.0;1.0;0.0;80.0;590000.0
4;5.6;2.0;2.0;861.0;358.0;2350000.0
4;5.6;2.0;1.0;687.0;180.0;1312000.0
2;5.6;2.0;1.0;89.0;87.0;890000.0
2;5.6;1.0;1.0;424.0;89.0;1331000.0
4;5.6;2.0;2.0;586.0;187.0;1800000.0
3;5.6;2.0;2.0;288.0;203.0;1476000.0
4;5.6;2.0;2.0;660.0;215.0;2590000.0
4;5.6;2.0;2.0;717.0;225.0;2625000.0
4;5.6;1.0;1.0;650.0;242.0;2265000.0
5;5.6;2.0;1.0;531.0;1022.0;1975000.0
5;5.6;4.0;2.0;597.0;342.0;2550000.0
3;5.6;2.0;2.0;205.0;184.0;1330000.0
3;5.6;2.0;2.0;247.0;204.0;1450000.0
3;5.6;2.0;3.0;1353.0;282.0;3650000.0
2;5.6;1.0;2.0;0.0;86.0;551000.0
4;5.6;4.0;2.0;737.0;293.0;2460000.0
4;5.6;2.0;4.0;690.0;248.0;2850000.0
5;5.6;2.0;2.0;534.0;237.0;2425000.0
2;5.6;1.0;1.0;745.0;72.0;610000.0
3;5.6;2.0;2.0;140.0;121.0;955000.0
2;5.6;1.0;1.0;124.0;86.0;707500.0
3;5.6;1.0;1.0;904.0;110.0;732000.0
2;5.6;1.0;1.0;1065.0;90.0;2875000.0
3;5.6;1.0;2.0;857.0;130.0;1500000.0
4;5.6;3.0;2.0;641.0;230.0;1750000.0
3;5.6;1.0;1.0;0.0;115.0;1100000.0
3;5.6;1.0;1.0;298.0;130.0;1440000.0
4;5.6;3.0;4.0;670.0;346.0;2560000.0
5;5.6;2.0;2.0;674.0;281.0;2600000.0
5;5.6;5.0;2.0;480.0;147.0;3280000.0
3;5.6;1.0;1.0;0.0;112.0;620000.0
4;5.6;3.0;2.0;700.0;700.0;2600000.0
5;5.6;2.0;3.0;920.0;241.0;2800000.0
3;5.6;2.0;2.0;275.0;153.0;1420000.0
3;5.6;2.0;1.0;336.0;139.0;1800000.0
1;5.6;1.0;1.0;0.0;55.0;395000.0
4;5.6;3.0;2.0;741.0;307.0;2250000.0
4;7.5;2.0;2.0;712.0;14.0;2490000.0
5;7.5;2.0;3.0;711.0;253.0;1950000.0
2;7.5;1.0;1.0;0.0;83.0;605000.0
3;7.5;1.0;2.0;672.0;152.0;1920000.0
3;7.5;1.0;1.0;702.0;127.0;1615000.0
4;7.5;4.0;3.0;948.0;311.0;2081000.0
4;7.5;2.0;2.0;458.0;200.0;1315000.0
3;7.5;2.0;4.0;611.0;160.0;1750000.0
5;7.5;3.0;2.0;695.0;360.0;2100000.0
6;7.5;3.0;2.0;730.0;310.0;1300000.0
4;7.5;2.0;2.0;458.0;200.0;1315000.0
3;7.5;2.0;2.0;248.0;167.0;1620000.0
3;9.2;2.0;2.0;165.0;161.0;615000.0
3;9.2;1.0;1.0;576.0;128.0;715000.0
4;9.2;2.0;2.0;308.0;185.0;826000.0
2;9.2;1.0;1.0;1972.0;63.0;275000.0
2;9.2;1.0;0.0;163.0;69.0;711000.0
2;9.2;1.0;4.0;524.0;139.0;927000.0
3;9.2;2.0;1.0;156.0;124.0;695000.0
3;9.2;1.0;2.0;306.0;91.0;490000.0
2;9.2;1.0;1.0;144.0;79.0;502000.0
3;9.2;2.0;1.0;239.0;121.0;721000.0
3;9.2;2.0;2.0;184.0;184.0;520000.0
3;9.2;1.0;1.0;584.0;81.0;840000.0
2;9.2;1.0;1.0;0.0;70.0;335000.0
3;9.2;1.0;2.0;300.0;125.0;832000.0
2;9.2;1.0;2.0;270.0;95.0;646000.0
3;9.2;1.0;2.0;285.0;107.0;673000.0
2;9.2;1.0;2.0;127.0;112.0;600000.0
3;9.2;1.0;2.0;214.0;146.0;695000.0
2;9.2;1.0;1.0;0.0;69.0;349000.0
3;9.2;1.0;2.0;210.0;121.0;555000.0
2;9.2;1.0;1.0;15100.0;66.0;352500.0
5;9.2;3.0;2.0;527.0;358.0;1350000.0
2;9.2;1.0;2.0;118.0;91.0;510000.0
2;9.2;2.0;1.0;0.0;90.0;360000.0
3;9.2;1.0;2.0;269.0;80.0;490000.0
4;9.2;1.0;1.0;595.0;80.0;675000.0
3;9.2;1.0;3.0;381.0;121.0;865000.0
2;9.2;2.0;1.0;145.0;112.0;600000.0
4;9.2;1.0;2.0;333.0;137.0;773000.0
3;7.4;2.0;1.0;231.0;180.0;2050000.0
4;7.4;2.0;2.0;502.0;309.0;3460000.0
4;7.4;2.0;2.0;586.0;195.0;2400000.0
3;7.4;2.0;2.0;396.0;105.0;2025000.0
2;7.4;1.0;1.0;0.0;68.0;611000.0
4;7.4;3.0;2.0;587.0;392.0;3800000.0
3;7.4;2.0;1.0;227.0;181.0;1390000.0
3;7.4;1.0;3.0;696.0;128.0;2415000.0
2;7.4;1.0;1.0;0.0;80.0;566000.0
3;7.4;1.0;1.0;313.0;132.0;1437000.0
2;7.4;1.0;1.0;0.0;54.0;500000.0
5;7.4;3.0;4.0;807.0;339.0;3400000.0
3;7.4;2.0;4.0;471.0;235.0;2355000.0
5;7.4;3.0;3.0;580.0;320.0;4240000.0
2;7.4;1.0;0.0;254.0;100.0;1326000.0
4;7.4;4.0;2.0;716.0;159.0;4525000.0
4;7.4;2.0;1.0;300.0;185.0;1965000.0
4;7.4;3.0;2.0;585.0;248.0;3470000.0
2;7.4;1.0;1.0;0.0;91.0;740000.0
5;7.4;3.0;2.0;501.0;233.0;2325000.0
3;7.4;2.0;1.0;246.0;106.0;1970000.0
2;7.4;1.0;1.0;232.0;95.0;1475000.0
2;7.4;1.0;1.0;0.0;74.0;584000.0
3;11.2;1.0;1.0;322.0;137.0;1490000.0
3;11.2;2.0;1.0;337.0;146.0;1210000.0
4;11.2;2.0;3.0;0.0;223.0;2355000.0
2;11.2;1.0;1.0;310.0;102.0;1036000.0
3;11.2;3.0;1.0;376.0;254.0;2273000.0
5;11.2;2.0;2.0;567.0;327.0;2350000.0
4;11.2;3.0;2.0;567.0;215.0;2200000.0
2;11.2;1.0;2.0;196.0;109.0;790000.0
4;11.2;2.0;2.0;797.0;180.0;1185000.0
3;11.2;2.0;1.0;769.0;196.0;1837000.0
3;11.2;2.0;1.0;216.0;135.0;1253000.0
3;11.2;2.0;2.0;0.0;138.0;922000.0
5;11.2;2.0;4.0;837.0;267.0;4802500.0
1;11.2;1.0;1.0;0.0;117.0;350000.0
3;11.2;2.0;2.0;691.0;150.0;1555000.0
4;11.2;3.0;2.0;412.0;254.0;2123000.0
4;11.2;3.0;2.0;365.0;110.0;1700000.0
2;11.2;1.0;2.0;604.0;119.0;1150000.0
4;11.2;2.0;2.0;526.0;243.0;2001000.0
3;11.2;2.0;2.0;700.0;126.0;1915000.0
3;11.2;3.0;2.0;0.0;130.0;1135000.0
4;11.2;2.0;2.0;310.0;180.0;1240000.0
3;11.2;2.0;2.0;181.0;151.0;1120000.0
3;11.2;1.0;2.0;888.0;165.0;1500000.0
3;11.2;1.0;1.0;170.0;83.0;707500.0
2;11.2;1.0;1.0;0.0;118.0;835000.0
3;11.2;2.0;1.0;400.0;152.0;1870000.0
4;11.2;2.0;1.0;504.0;260.0;1580000.0
2;11.2;2.0;1.0;0.0;104.0;820000.0
2;11.2;1.0;1.0;0.0;74.0;480000.0
3;11.2;2.0;2.0;323.0;204.0;1370000.0
3;11.2;2.0;2.0;234.0;201.0;1680000.0
1;11.2;1.0;1.0;0.0;42.0;300000.0
3;11.2;1.0;2.0;645.0;126.0;1100000.0
1;11.2;1.0;1.0;0.0;38.0;373000.0
4;11.2;3.0;2.0;427.0;337.0;2560000.0
3;11.2;2.0;1.0;310.0;114.0;960000.0
1;11.2;1.0;1.0;0.0;46.0;315000.0
3;11.2;1.0;1.0;333.0;147.0;1297000.0
3;11.2;2.0;2.0;0.0;134.0;1015000.0
2;11.2;1.0;1.0;0.0;62.0;523000.0
3;11.2;2.0;2.0;606.0;133.0;1335000.0
2;11.2;1.0;1.0;0.0;57.0;425000.0
3;11.2;2.0;1.0;375.0;155.0;1670000.0
4;11.2;3.0;2.0;222.0;90.0;1350000.0
3;11.2;1.0;2.0;764.0;114.0;1650000.0
3;11.2;1.0;1.0;288.0;132.0;950000.0
3;11.2;1.0;2.0;615.0;126.0;1782500.0
2;11.2;2.0;1.0;0.0;120.0;650000.0
3;8.7;1.0;2.0;597.0;154.0;975000.0
3;8.7;2.0;2.0;77.0;115.0;560000.0
2;8.7;1.0;1.0;0.0;88.0;355000.0
3;8.7;2.0;2.0;77.0;138.0;550000.0
2;8.7;1.0;2.0;5661.0;103.0;420000.0
2;8.7;1.0;1.0;904.0;53.0;399000.0
3;8.7;1.0;4.0;762.0;142.0;1105000.0
3;8.7;1.0;2.0;250.0;132.0;730000.0
