Unnamed: 0;city;area;rooms;bathroom;parking spaces;floor;animal;furniture;hoa;rent amount;property tax;fire insurance;total
824.0;1.0;110.0;2.0;4.0;2.0;2;acept;furnished;R$2,100;R$7,500;R$500;R$96;R$10,200
825.0;1.0;450.0;4.0;5.0;6.0;-;acept;not furnished;R$0;R$12,000;R$1,334;R$181;R$13,520
826.0;1.0;43.0;2.0;1.0;1.0;1;acept;not furnished;R$320;R$1,020;R$0;R$13;R$1,353
827.0;1.0;60.0;2.0;2.0;2.0;11;acept;furnished;R$760;R$3,800;R$132;R$49;R$4,741
828.0;1.0;150.0;3.0;3.0;2.0;12;acept;not furnished;R$1,650;R$4,000;R$142;R$51;R$5,843
829.0;1.0;65.0;2.0;2.0;2.0;2;not acept;furnished;R$2,500;R$4,000;R$398;R$51;R$6,949
830.0;1.0;72.0;3.0;1.0;1.0;2;acept;not furnished;R$461;R$1,600;R$0;R$21;R$2,082
831.0;1.0;120.0;3.0;2.0;1.0;-;acept;not furnished;R$0;R$3,000;R$495;R$46;R$3,541
832.0;1.0;800.0;4.0;7.0;8.0;-;not acept;not furnished;R$10,000;R$8,500;R$209;R$128;R$18,840
833.0;1.0;82.0;1.0;2.0;1.0;1;not acept;furnished;R$1,000;R$11,000;R$25;R$140;R$12,170
834.0;0.0;70.0;1.0;1.0;1.0;2;acept;furnished;R$290;R$1,600;R$70;R$21;R$1,981
835.0;1.0;250.0;3.0;4.0;4.0;15;acept;not furnished;R$2,530;R$4,000;R$1,100;R$51;R$7,681
836.0;0.0;76.0;3.0;2.0;1.0;6;not acept;furnished;R$580;R$1,950;R$67;R$25;R$2,622
837.0;1.0;60.0;2.0;2.0;2.0;6;acept;furnished;R$700;R$1,811;R$59;R$7;R$2,577
838.0;1.0;197.0;3.0;3.0;2.0;8;acept;not furnished;R$4,200;R$6,000;R$1,375;R$77;R$11,650
839.0;0.0;100.0;3.0;2.0;2.0;-;acept;not furnished;R$0;R$2,250;R$15;R$34;R$2,299
840.0;1.0;40.0;1.0;1.0;1.0;2;not acept;furnished;R$375;R$1,635;R$0;R$21;R$2,031
841.0;1.0;62.0;1.0;2.0;1.0;2;acept;furnished;R$2,061;R$11,000;R$262;R$140;R$13,460
842.0;1.0;35.0;1.0;1.0;0.0;-;not acept;not furnished;R$0;R$1,280;R$55;R$20;R$1,355
843.0;1.0;23.0;1.0;1.0;0.0;25;acept;not furnished;R$393;R$2,100;R$59;R$27;R$2,579
844.0;1.0;323.0;3.0;5.0;6.0;-;acept;not furnished;R$0;R$10,000;R$985;R$151;R$11,140
845.0;1.0;450.0;3.0;2.0;0.0;-;acept;not furnished;R$0;R$5,800;R$917;R$88;R$6,805
846.0;1.0;560.0;4.0;6.0;5.0;3;not acept;not furnished;R$4,300;R$7,948;R$4,400;R$101;R$16,750
847.0;1.0;156.0;3.0;2.0;2.0;10;acept;not furnished;R$2,322;R$8,000;R$385;R$102;R$10,810
848.0;1.0;130.0;2.0;1.0;2.0;-;acept;not furnished;R$0;R$2,600;R$0;R$15;R$2,615
849.0;1.0;108.0;4.0;2.0;0.0;9;acept;not furnished;R$1,013;R$5,500;R$142;R$70;R$6,725
850.0;1.0;20.0;1.0;1.0;0.0;1;not acept;not furnished;R$0;R$1,000;R$10;R$13;R$1,023
851.0;1.0;165.0;3.0;4.0;3.0;7;acept;not furnished;R$2,460;R$3,500;R$617;R$45;R$6,622
852.0;0.0;120.0;3.0;1.0;1.0;3;not acept;not furnished;R$650;R$1,800;R$80;R$23;R$2,553
853.0;1.0;200.0;4.0;4.0;6.0;-;acept;not furnished;R$0;R$4,320;R$375;R$65;R$4,760
854.0;1.0;132.0;3.0;2.0;2.0;8;acept;furnished;R$1,650;R$4,000;R$400;R$51;R$6,101
855.0;1.0;154.0;3.0;3.0;2.0;12;acept;furnished;R$1,042;R$2,000;R$0;R$26;R$3,068
856.0;1.0;113.0;2.0;1.0;1.0;5;acept;not furnished;R$1,000;R$3,000;R$50;R$39;R$4,089
857.0;1.0;310.0;4.0;4.0;3.0;-;acept;not furnished;R$0;R$7,000;R$675;R$106;R$7,781
858.0;1.0;70.0;2.0;2.0;2.0;16;acept;not furnished;R$1,400;R$3,300;R$84;R$42;R$4,826
859.0;1.0;91.0;2.0;3.0;2.0;5;not acept;not furnished;R$2,065;R$9,800;R$500;R$125;R$12,490
860.0;1.0;156.0;3.0;4.0;2.0;7;acept;not furnished;R$1,800;R$2,000;R$0;R$26;R$3,826
861.0;1.0;48.0;2.0;1.0;1.0;10;acept;not furnished;R$370;R$1,690;R$0;R$22;R$2,082
862.0;0.0;54.0;1.0;2.0;0.0;1;acept;not furnished;R$245;R$720;R$46;R$10;R$1,021
863.0;0.0;256.0;4.0;5.0;4.0;8;acept;not furnished;R$3,900;R$3,000;R$1,167;R$39;R$8,106
864.0;1.0;20.0;1.0;1.0;0.0;1;not acept;furnished;Incluso;R$2,050;R$0;R$26;R$2,076
865.0;1.0;72.0;2.0;2.0;1.0;9;acept;not furnished;R$626;R$1,539;R$27;R$20;R$2,212
866.0;1.0;159.0;2.0;3.0;1.0;8;not acept;furnished;R$1,276;R$3,230;R$49;R$41;R$4,596
867.0;1.0;220.0;3.0;3.0;2.0;14;not acept;furnished;R$1,499;R$6,300;R$468;R$80;R$8,347
868.0;1.0;190.0;3.0;4.0;1.0;-;acept;not furnished;R$0;R$4,100;R$304;R$62;R$4,466
869.0;1.0;25.0;1.0;1.0;0.0;2;acept;not furnished;R$105;R$1,410;R$0;R$18;R$1,533
870.0;1.0;100.0;2.0;1.0;2.0;-;not acept;not furnished;R$0;R$6,000;R$167;R$91;R$6,258
871.0;1.0;171.0;4.0;5.0;4.0;4;acept;not furnished;R$1,900;R$8,000;R$715;R$102;R$10,720
872.0;1.0;230.0;4.0;3.0;1.0;1;not acept;not furnished;R$2,400;R$4,000;R$513;R$51;R$6,964
873.0;0.0;75.0;3.0;2.0;2.0;1;acept;not furnished;R$1,250;R$1,600;R$162;R$21;R$3,033
874.0;1.0;68.0;2.0;1.0;1.0;5;acept;not furnished;R$525;R$1,600;R$142;R$21;R$2,288
875.0;1.0;160.0;2.0;1.0;0.0;-;acept;not furnished;R$0;R$1,660;R$5;R$25;R$1,690
876.0;1.0;100.0;2.0;2.0;2.0;6;acept;furnished;R$1,700;R$6,500;R$42;R$83;R$8,325
877.0;1.0;287.0;4.0;4.0;4.0;6;not acept;not furnished;R$7,900;R$11,300;R$2,590;R$144;R$21,930
878.0;0.0;55.0;2.0;1.0;1.0;2;acept;not furnished;R$453;R$749;R$44;R$10;R$1,256
879.0;1.0;50.0;2.0;1.0;1.0;11;not acept;furnished;R$357;R$2,500;R$0;R$32;R$2,889
880.0;1.0;39.0;1.0;1.0;1.0;20;acept;not furnished;R$600;R$1,577;R$0;R$20;
881.0;1.0;16.0;1.0;1.0;0.0;1;not acept;not furnished;R$0;R$1,200;R$59;R$16;R$1,275
882.0;1.0;200.0;4.0;3.0;3.0;1;acept;furnished;R$3,249;R$5,800;R$843;R$74;R$9,966
883.0;1.0;83.0;2.0;3.0;2.0;-;acept;not furnished;R$200;R$3,500;R$167;R$53;R$3,920
884.0;1.0;22.0;1.0;1.0;1.0;14;not acept;furnished;R$450;R$2,000;R$84;R$26;R$2,560
885.0;0.0;80.0;3.0;2.0;2.0;14;not acept;not furnished;R$704;R$1,800;R$83;R$23;R$2,610
886.0;1.0;100.0;3.0;2.0;3.0;-;acept;not furnished;R$430;R$4,990;R$338;R$76;R$5,834
887.0;1.0;210.0;3.0;2.0;1.0;5;acept;furnished;R$3,400;R$7,500;R$450;R$96;R$11,450
888.0;1.0;33.0;1.0;1.0;0.0;18;acept;not furnished;R$300;R$2,000;R$0;R$26;R$2,326
889.0;1.0;64.0;1.0;2.0;1.0;15;acept;furnished;R$650;R$8,900;R$154;R$64;R$9,768
890.0;1.0;98.0;2.0;2.0;0.0;6;acept;not furnished;R$660;R$2,500;R$0;R$32;R$3,192
891.0;1.0;200.0;3.0;4.0;2.0;-;not acept;furnished;R$0;R$9,800;R$417;R$148;R$10,370
892.0;1.0;44.0;1.0;1.0;1.0;17;not acept;furnished;R$400;R$2,288;R$101;R$9;R$2,798
893.0;1.0;420.0;3.0;3.0;4.0;7;acept;not furnished;R$8,043;R$12,000;R$2,936;R$153;R$23,130
894.0;1.0;55.0;1.0;1.0;0.0;-;acept;furnished;R$0;R$1,500;R$0;R$23;R$1,523
895.0;1.0;40.0;1.0;1.0;0.0;-;acept;not furnished;R$0;R$900;R$80;R$12;R$992
896.0;1.0;80.0;2.0;1.0;1.0;2;acept;furnished;R$1,950;R$3,100;R$209;R$40;R$5,299
897.0;0.0;131.0;3.0;3.0;3.0;7;not acept;not furnished;R$1,200;R$5,800;R$355;R$74;R$7,429
898.0;1.0;66.0;2.0;1.0;1.0;5;not acept;not furnished;R$550;R$2,300;R$30;R$30;R$2,910
899.0;1.0;98.0;1.0;1.0;1.0;-;not acept;not furnished;Sem info;R$1,283;R$0;R$14;R$1,297
900.0;1.0;77.0;1.0;2.0;1.0;29;acept;furnished;R$750;R$7,740;R$209;R$99;R$8,798
901.0;1.0;293.0;4.0;3.0;3.0;5;acept;not furnished;R$3,300;R$1,190;R$500;R$16;R$5,006
902.0;1.0;320.0;4.0;4.0;6.0;8;acept;furnished;R$5,281;R$15,000;R$3,151;R$191;R$23,620
903.0;1.0;10.0;4.0;3.0;2.0;-;acept;not furnished;R$0;R$2,670;R$21;R$41;R$2,732
904.0;1.0;178.0;3.0;2.0;1.0;6;acept;not furnished;R$2,800;R$3,000;R$242;R$39;R$6,081
905.0;1.0;90.0;2.0;1.0;2.0;4;acept;not furnished;R$1,100;R$2,000;R$0;R$26;R$3,126
906.0;1.0;64.0;2.0;2.0;1.0;14;acept;furnished;R$780;R$5,000;R$217;R$64;R$6,061
907.0;1.0;57.0;2.0;1.0;1.0;8;acept;furnished;R$350;R$1,800;R$50;R$23;R$2,223
908.0;1.0;240.0;3.0;1.0;2.0;8;acept;not furnished;R$2,088;R$4,000;R$1,449;R$51;R$7,588
909.0;1.0;140.0;4.0;4.0;3.0;5;acept;not furnished;R$1,800;R$3,600;R$583;R$46;R$6,029
910.0;1.0;59.0;1.0;1.0;1.0;3;acept;furnished;R$1,420;R$3,900;R$280;R$50;R$5,650
911.0;1.0;178.0;3.0;3.0;1.0;10;acept;not furnished;R$2,350;R$5,000;R$300;R$64;
912.0;1.0;430.0;4.0;4.0;8.0;-;acept;not furnished;R$0;R$5,500;R$521;R$83;R$6,104
913.0;1.0;65.0;2.0;1.0;1.0;3;acept;not furnished;R$300;R$1,400;R$84;R$18;R$1,802
914.0;1.0;100.0;2.0;2.0;1.0;11;not acept;not furnished;R$1,083;R$1,500;R$239;R$20;R$2,842
915.0;1.0;106.0;2.0;3.0;2.0;14;acept;furnished;R$1,109;R$3,980;R$209;R$51;R$5,349
916.0;1.0;234.0;3.0;5.0;4.0;-;acept;furnished;R$0;R$3,680;R$400;R$56;R$4,136
917.0;1.0;417.0;5.0;4.0;2.0;-;acept;not furnished;R$0;R$12,000;R$1,278;R$181;R$13,460
918.0;1.0;125.0;3.0;2.0;2.0;-;acept;not furnished;Sem info;R$1,450;R$84;R$22;R$1,556
919.0;0.0;64.0;2.0;1.0;1.0;10;acept;not furnished;R$540;R$820;R$122;R$11;R$1,493
920.0;1.0;99.0;3.0;2.0;1.0;3;acept;not furnished;R$390;R$2,500;R$90;R$32;R$3,012
921.0;1.0;30.0;1.0;1.0;1.0;14;acept;not furnished;R$457;R$2,800;R$72;R$36;R$3,365
922.0;1.0;100.0;2.0;2.0;1.0;15;not acept;not furnished;R$1,500;R$7,600;R$259;R$97;R$9,456
923.0;1.0;225.0;3.0;2.0;2.0;-;acept;not furnished;R$0;R$2,300;R$209;R$35;R$2,544
924.0;1.0;125.0;3.0;2.0;2.0;4;acept;furnished;R$2,000;R$4,000;R$334;R$51;R$6,385
925.0;1.0;180.0;2.0;2.0;5.0;-;acept;not furnished;R$1;R$3,000;R$1;R$46;R$3,048
926.0;1.0;50.0;1.0;1.0;0.0;-;not acept;not furnished;R$0;R$892;R$59;R$14;R$965
927.0;0.0;55.0;2.0;1.0;1.0;1;acept;not furnished;R$350;R$1,397;R$80;R$18;R$1,845
928.0;1.0;30.0;1.0;1.0;0.0;3;acept;furnished;R$350;R$3,000;R$0;R$39;R$3,389
929.0;1.0;220.0;4.0;3.0;4.0;4;acept;not furnished;R$3,200;R$11,000;R$1,000;R$140;R$15,340
930.0;1.0;30.0;1.0;1.0;0.0;9;acept;not furnished;R$370;R$1,000;R$14;R$13;R$1,397
931.0;1.0;195.0;3.0;3.0;3.0;-;acept;furnished;R$0;R$4,000;R$280;R$61;R$4,341
932.0;1.0;109.0;3.0;2.0;2.0;13;acept;not furnished;R$1,156;R$6,500;R$319;R$83;R$8,058
933.0;1.0;45.0;1.0;1.0;0.0;-;acept;not furnished;R$0;R$928;R$57;R$14;R$999
934.0;1.0;280.0;4.0;4.0;2.0;-;acept;not furnished;R$0;R$8,000;R$600;R$121;R$8,721
935.0;0.0;212.0;4.0;1.0;2.0;-;acept;not furnished;R$0;R$1,500;R$88;R$23;R$1,611
936.0;0.0;42.0;1.0;1.0;1.0;16;not acept;not furnished;R$472;R$2,000;R$75;R$26;R$2,573
937.0;1.0;100.0;3.0;3.0;1.0;-;acept;not furnished;R$0;R$7,000;R$881;R$106;R$7,987
938.0;1.0;35.0;1.0;1.0;0.0;-;acept;not furnished;R$50;R$850;R$65;R$13;R$978
939.0;1.0;300.0;3.0;3.0;1.0;-;acept;furnished;R$0;R$11,000;R$625;R$166;R$11,790
940.0;1.0;600.0;4.0;6.0;5.0;13;acept;not furnished;R$7,200;R$6,000;R$1,167;R$77;R$14,440
941.0;1.0;70.0;2.0;2.0;1.0;-;acept;not furnished;R$0;R$2,100;R$9;R$27;R$2,136
942.0;1.0;35.0;1.0;1.0;0.0;1;not acept;furnished;Incluso;R$1,700;R$0;R$22;R$1,722
943.0;1.0;180.0;5.0;3.0;2.0;-;not acept;not furnished;R$0;R$9,000;R$0;R$136;R$9,136
944.0;1.0;210.0;3.0;3.0;3.0;17;acept;not furnished;R$2,300;R$7,000;R$717;R$89;R$10,110
945.0;1.0;96.0;3.0;3.0;2.0;5;acept;not furnished;R$855;R$3,700;R$486;R$47;R$5,088
946.0;1.0;46.0;1.0;1.0;1.0;12;not acept;furnished;R$1,445;R$5,000;R$298;R$64;R$6,807
947.0;1.0;68.0;2.0;2.0;2.0;13;not acept;furnished;R$800;R$4,000;R$132;R$51;R$4,983
948.0;1.0;135.0;2.0;3.0;1.0;19;not acept;furnished;R$2,745;R$8,000;R$650;R$102;R$11,500
949.0;1.0;235.0;3.0;4.0;4.0;2;acept;furnished;R$1,950;R$15,000;R$1,150;R$191;R$18,290
950.0;1.0;190.0;4.0;5.0;3.0;10;acept;not furnished;R$3,200;R$4,000;R$417;R$51;R$7,668
951.0;0.0;75.0;2.0;1.0;1.0;-;acept;not furnished;R$0;R$1,140;R$80;R$18;R$1,238
952.0;1.0;35.0;1.0;1.0;1.0;16;acept;furnished;R$572;R$4,900;R$70;R$63;R$5,605
953.0;1.0;40.0;1.0;1.0;2.0;5;acept;not furnished;R$915;R$1,559;R$169;R$20;R$2,663
954.0;1.0;245.0;3.0;3.0;1.0;18;acept;furnished;R$1,904;R$12,000;R$486;R$153;R$14,540
955.0;1.0;55.0;2.0;1.0;1.0;6;acept;not furnished;R$800;R$1,300;R$0;R$17;R$2,117
956.0;1.0;49.0;1.0;1.0;1.0;5;acept;not furnished;R$284;R$2,600;R$134;R$33;R$3,051
957.0;1.0;60.0;2.0;1.0;0.0;3;acept;not furnished;R$487;R$1,850;R$0;R$24;R$2,361
958.0;0.0;60.0;2.0;1.0;1.0;16;not acept;not furnished;R$300;R$1,400;R$60;R$18;R$1,778
959.0;1.0;190.0;3.0;4.0;3.0;14;acept;furnished;R$1,700;R$2,740;R$900;R$35;R$5,375
960.0;1.0;95.0;3.0;2.0;2.0;16;not acept;not furnished;R$900;R$3,150;R$121;R$40;R$4,211
961.0;1.0;125.0;2.0;1.0;1.0;-;acept;not furnished;R$0;R$1,490;R$74;R$23;R$1,587
962.0;1.0;250.0;3.0;4.0;4.0;-;acept;furnished;R$0;R$4,200;R$0;R$64;R$4,264
963.0;1.0;230.0;3.0;4.0;2.0;12;acept;furnished;R$2,662;R$5,900;R$680;R$75;R$9,317
964.0;1.0;168.0;3.0;3.0;3.0;3;acept;not furnished;R$1,605;R$2,700;R$322;R$35;R$4,662
965.0;1.0;132.0;3.0;1.0;2.0;7;not acept;furnished;R$920;R$8,000;R$400;R$102;R$9,422
966.0;1.0;294.0;4.0;6.0;8.0;-;acept;furnished;;R$3,000;R$600;R$46;R$3,646
967.0;1.0;25.0;1.0;1.0;0.0;12;acept;not furnished;R$318;R$2,100;R$41;R$27;R$2,486
968.0;1.0;48.0;1.0;1.0;1.0;6;acept;not furnished;R$500;R$2,200;R$35;R$28;R$2,763
969.0;1.0;98.0;2.0;2.0;1.0;13;acept;not furnished;R$1,055;R$2,166;R$384;R$28;R$3,633
970.0;0.0;226.0;4.0;2.0;2.0;10;acept;not furnished;R$1,850;R$2,780;R$403;R$36;R$5,069
971.0;1.0;60.0;2.0;1.0;1.0;2;acept;not furnished;Incluso;R$2,700;R$0;R$35;R$2,735
972.0;1.0;55.0;1.0;1.0;1.0;7;acept;not furnished;R$594;R$2,050;R$50;R$26;R$2,720
973.0;1.0;31.0;1.0;1.0;0.0;6;acept;not furnished;R$200;R$2,614;R$84;R$34;R$2,932
974.0;1.0;150.0;2.0;3.0;1.0;-;acept;not furnished;R$0;R$1,650;R$0;R$25;R$1,675
975.0;1.0;70.0;2.0;1.0;0.0;-;acept;not furnished;R$0;R$1,350;R$0;R$21;R$1,371
976.0;1.0;234.0;3.0;4.0;3.0;13;acept;not furnished;R$2,400;R$7,000;R$84;R$89;R$9,573
977.0;1.0;188.0;1.0;3.0;2.0;10;not acept;not furnished;R$1,180;R$8,000;R$550;R$102;R$9,832
978.0;1.0;198.0;4.0;5.0;4.0;17;acept;not furnished;R$1,493;R$4,000;R$926;R$51;R$6,470
979.0;0.0;57.0;1.0;1.0;1.0;2;acept;not furnished;R$690;R$2,600;R$131;R$33;R$3,454
980.0;1.0;550.0;3.0;2.0;4.0;-;not acept;not furnished;R$0;R$3,805;R$449;R$58;R$4,312
981.0;1.0;700.0;5.0;7.0;5.0;-;acept;not furnished;R$0;R$15,000;R$2,240;R$226;R$17,470
982.0;1.0;240.0;4.0;2.0;4.0;-;acept;not furnished;R$0;R$8,000;R$0;R$121;R$8,121
983.0;1.0;100.0;3.0;3.0;2.0;2;not acept;furnished;R$1,500;R$1,490;R$105;R$19;R$3,114
984.0;1.0;167.0;3.0;3.0;2.0;7;acept;not furnished;R$1,315;R$5,500;R$292;R$70;R$7,177
985.0;0.0;85.0;2.0;1.0;0.0;-;acept;not furnished;R$590;R$800;R$0;R$11;R$1,401
986.0;1.0;55.0;1.0;2.0;1.0;18;acept;furnished;R$2,270;R$5,500;R$18;R$70;R$7,858
987.0;1.0;56.0;2.0;1.0;1.0;6;acept;furnished;R$479;R$3,190;R$144;R$41;R$3,854
988.0;1.0;72.0;2.0;1.0;1.0;2;not acept;furnished;R$325;R$1,650;R$60;R$21;R$2,056
989.0;1.0;350.0;4.0;3.0;3.0;1;not acept;furnished;R$4,459;R$15,000;R$0;R$191;R$19,650
990.0;1.0;190.0;3.0;3.0;3.0;6;acept;furnished;R$2,800;R$4,500;R$834;R$58;R$8,192
991.0;1.0;65.0;2.0;1.0;1.0;4;acept;not furnished;R$800;R$1,750;Incluso;R$7;R$2,557
992.0;1.0;290.0;3.0;3.0;3.0;-;acept;not furnished;R$0;R$8,000;R$542;R$121;R$8,663
993.0;0.0;45.0;1.0;1.0;0.0;3;acept;not furnished;R$412;R$900;R$66;R$12;R$1,390
994.0;1.0;185.0;3.0;2.0;2.0;11;acept;not furnished;R$2,000;R$11,500;R$417;R$146;R$14,060
995.0;0.0;54.0;1.0;1.0;1.0;6;not acept;not furnished;R$0;R$1,370;R$31;R$18;R$1,419
996.0;1.0;240.0;4.0;3.0;3.0;6;acept;not furnished;R$2,850;R$12,000;R$700;R$153;R$15,700
997.0;1.0;90.0;3.0;3.0;2.0;-;acept;not furnished;R$0;R$2,000;R$50;R$31;R$2,081
998.0;0.0;348.0;3.0;3.0;3.0;-;acept;not furnished;R$0;R$4,850;R$400;R$73;R$5,323
999.0;1.0;251.0;3.0;2.0;2.0;-;acept;not furnished;R$0;R$3,400;R$336;R$52;R$3,788
1000.0;1.0;140.0;3.0;1.0;2.0;-;not acept;not furnished;R$140;R$6,000;R$273;R$91;R$6,504
1001.0;1.0;220.0;3.0;4.0;8.0;-;not acept;not furnished;R$0;R$3,493;R$492;R$53;R$4,038
1002.0;1.0;42.0;1.0;1.0;1.0;14;not acept;not furnished;R$0;R$5,000;R$0;R$64;R$5,064
1003.0;0.0;100.0;3.0;2.0;0.0;2;not acept;not furnished;R$815;R$808;R$81;R$11;R$1,715
1004.0;0.0;65.0;2.0;1.0;1.0;1;not acept;not furnished;R$267;R$1,000;R$34;R$13;R$1,314
1005.0;1.0;70.0;3.0;2.0;1.0;3;acept;not furnished;R$758;R$2,000;R$109;R$26;R$2,893
1006.0;1.0;80.0;2.0;2.0;0.0;-;acept;not furnished;R$0;R$2,000;R$134;R$31;R$2,165
1007.0;1.0;292.0;4.0;3.0;3.0;8;acept;furnished;R$2,700;R$11,480;R$709;R$146;R$15,030
1008.0;1.0;28.0;1.0;1.0;0.0;1;acept;not furnished;R$0;R$1,329;R$15;R$17;R$1,361
1009.0;1.0;130.0;3.0;2.0;1.0;7;not acept;not furnished;R$1,900;R$6,900;R$260;R$88;R$9,148
1010.0;1.0;145.0;3.0;2.0;1.0;4;acept;not furnished;R$1,600;R$3,445;R$0;R$13;R$5,058
1011.0;1.0;58.0;1.0;1.0;0.0;2;not acept;not furnished;R$330;R$1,398;R$0;R$8;R$1,736
1012.0;1.0;380.0;3.0;5.0;1.0;10;not acept;not furnished;R$3,000;R$15,000;R$267;R$191;R$18,460
1013.0;1.0;100.0;2.0;2.0;2.0;10;acept;not furnished;R$930;R$2,600;R$21;R$33;R$3,584
1014.0;0.0;62.0;1.0;1.0;1.0;1;not acept;not furnished;R$650;R$755;R$0;R$3;R$1,408
1015.0;0.0;55.0;2.0;1.0;1.0;-;acept;not furnished;R$480;R$750;R$66;R$10;R$1,306
1016.0;1.0;98.0;2.0;2.0;1.0;-;not acept;not furnished;R$1,300;R$2,990;R$250;R$38;R$4,578
1017.0;1.0;159.0;3.0;3.0;1.0;6;acept;not furnished;R$1,800;R$3,000;R$292;R$39;R$5,131
1018.0;1.0;210.0;3.0;5.0;4.0;6;acept;furnished;R$3,301;R$11,900;R$960;R$151;R$16,310
1019.0;0.0;60.0;2.0;1.0;1.0;3;acept;not furnished;R$345;R$880;R$16;R$12;R$1,253
1020.0;1.0;472.0;3.0;2.0;4.0;-;acept;not furnished;R$0;R$6,500;R$650;R$98;R$7,248
1021.0;1.0;128.0;3.0;2.0;2.0;1;acept;not furnished;R$1,630;R$3,000;R$597;R$39;R$5,266
1022.0;1.0;83.0;2.0;1.0;1.0;1;acept;not furnished;R$620;R$1,147;R$238;R$15;R$2,020
1023.0;1.0;50.0;1.0;1.0;1.0;6;not acept;furnished;R$1,450;R$2,500;R$342;R$32;R$4,324
1024.0;1.0;112.0;3.0;2.0;3.0;-;acept;not furnished;R$0;R$3,300;R$32;R$50;R$3,382
1025.0;0.0;52.0;3.0;1.0;1.0;1;acept;furnished;R$288;R$1,200;R$63;R$16;R$1,567
1026.0;1.0;40.0;1.0;1.0;1.0;9;acept;furnished;R$1,800;R$4,800;R$350;R$61;R$7,011
1027.0;1.0;500.0;4.0;6.0;3.0;-;acept;not furnished;R$0;R$15,000;R$845;R$226;R$16,070
1028.0;1.0;55.0;2.0;1.0;1.0;13;acept;not furnished;R$505;R$1,800;R$0;R$23;R$2,328
1029.0;1.0;365.0;3.0;5.0;2.0;5;acept;furnished;;R$8,500;R$899;R$108;R$11,460
1030.0;1.0;40.0;1.0;2.0;1.0;28;not acept;furnished;R$1,935;R$4,200;R$318;R$54;R$6,507
1031.0;1.0;25.0;1.0;1.0;1.0;25;acept;not furnished;R$331;R$2,100;R$64;R$27;R$2,522
1032.0;0.0;85.0;3.0;2.0;2.0;9;acept;furnished;R$510;R$3,000;R$165;R$39;R$3,714
1033.0;0.0;170.0;4.0;3.0;1.0;10;not acept;not furnished;R$1,470;R$3,700;R$0;R$47;R$5,217
1034.0;1.0;300.0;3.0;5.0;4.0;12;not acept;not furnished;R$6,593;R$6,000;R$1,974;R$77;R$14,640
1035.0;1.0;53.0;2.0;1.0;1.0;7;not acept;not furnished;R$600;R$1,200;;R$16;R$1,876
1036.0;1.0;387.0;4.0;5.0;6.0;-;acept;not furnished;Incluso;R$13,000;R$834;R$196;R$14,030
1037.0;1.0;85.0;3.0;2.0;1.0;4;acept;not furnished;R$1,300;R$3,100;R$125;R$40;R$4,565
1038.0;0.0;45.0;2.0;1.0;1.0;3;acept;not furnished;R$312;R$850;R$25;R$11;R$1,198
1039.0;1.0;44.0;1.0;1.0;0.0;1;not acept;not furnished;R$0;R$1,200;R$30;R$16;R$1,246
1040.0;1.0;92.0;2.0;2.0;1.0;6;not acept;not furnished;R$1,590;R$2,490;R$158;R$32;R$4,270
1041.0;1.0;45.0;1.0;1.0;1.0;-;acept;not furnished;Sem info;R$1,300;R$59;R$20;R$1,379
1042.0;1.0;60.0;2.0;1.0;0.0;10;acept;not furnished;R$453;R$1,654;R$0;R$19;R$2,126
1043.0;1.0;150.0;3.0;5.0;2.0;14;acept;not furnished;R$1,423;R$3,102;R$452;R$40;R$5,017
1044.0;1.0;35.0;1.0;1.0;0.0;1;not acept;not furnished;R$250;R$1,305;R$0;R$17;R$1,572
1045.0;1.0;70.0;2.0;2.0;1.0;6;acept;not furnished;;R$3,500;R$150;R$45;R$4,145
1046.0;1.0;350.0;3.0;5.0;4.0;13;acept;not furnished;R$4,000;R$3,760;R$1,750;R$48;R$9,558
1047.0;1.0;20.0;1.0;1.0;0.0;5;acept;furnished;R$602;R$1,800;R$130;R$23;R$2,555
1048.0;1.0;316.0;4.0;6.0;4.0;18;acept;furnished;R$4,767;R$8,000;R$1,963;R$102;R$14,830
1049.0;1.0;38.0;1.0;1.0;0.0;16;not acept;not furnished;R$188;R$2,001;R$0;R$26;R$2,215
1050.0;1.0;62.0;3.0;2.0;1.0;5;acept;not furnished;R$455;R$1,583;R$33;R$6;R$2,077
1051.0;0.0;258.0;2.0;2.0;1.0;-;acept;not furnished;R$0;R$1,400;R$67;R$22;R$1,489
1052.0;0.0;402.0;4.0;5.0;2.0;-;not acept;not furnished;R$730;R$4,800;R$459;R$73;R$6,062
1053.0;1.0;200.0;3.0;1.0;2.0;-;acept;not furnished;R$0;R$3,000;R$0;R$46;R$3,046
1054.0;1.0;60.0;1.0;1.0;1.0;6;acept;not furnished;R$683;R$2,240;R$0;R$29;R$2,952
1055.0;0.0;54.0;2.0;1.0;1.0;10;acept;not furnished;R$320;R$1,500;R$23;R$20;R$1,863
1056.0;1.0;53.0;2.0;1.0;1.0;8;acept;furnished;R$950;R$1,200;R$0;R$16;R$2,166
1057.0;1.0;50.0;1.0;1.0;0.0;1;acept;not furnished;R$0;R$950;R$0;R$15;R$965
1058.0;0.0;65.0;2.0;1.0;1.0;3;acept;not furnished;R$420;R$1,250;R$53;R$16;R$1,739
1059.0;0.0;81.0;3.0;2.0;2.0;3;acept;not furnished;R$780;R$2,230;R$128;R$29;R$3,167
